code,name,address
BJH,Bajhang Airport,"Bajhang, Nepal"
BHP,Bhojpur Airport,"Bhojpur, Nepal"
BGL,Baglung Airport,"Baglung, Nepal"
BHR,Bharatpur Airport,"Bharatpur, Nepal"
BJU,Bajura Airport,"Bajura, Nepal"
BIT,Baitadi Airport,"Baitadi, Nepal"
BWA,Bhairahawa Airport,"Bhairawa, Nepal"
BDP,Bhadrapur Airport,"Bhadrapur, Nepal"
DNP,Tulsipur Airport,"Dang, Nepal"
DHI,Dhangarhi Airport,"Dhangarhi, Nepal"
DAP,Darchula Airport,"Darchula, Nepal"
DOP,Dolpa Airport,"Dolpa, Nepal"
SIH,Silgadi Doti Airport,"Silgadi Doti, Nepal"
GKH,Gorkha Airport,"Gorkha, Nepal"
JIR,Jiri Airport,"Jiri, Nepal"
JUM,Jumla Airport,"Jumla, Nepal"
JKR,Janakpur Airport,"Janakpur, Nepal"
JMO,Jomsom Airport,"Jomsom, Nepal"
KTM,Tribhuvan International Airport,"Kathmandu, Nepal"
LDN,Lamidanda Airport,"Lamidanda, Nepal"
LUA,Lukla Airport,"Lukla, Nepal"
LTG,Langtang Airport,"Langtang, Nepal"
NGX,Manang Airport,"Ngawal, Nepal"
MEY,Meghauli Airport,"Meghauli, Nepal"
XMG,Mahendranagar Airport,"Mahendranagar, Nepal"
KEP,Nepalgunj Airport,"Nepalgunj, Nepal"
PKR,Pokhara Airport,"Pokhara, Nepal"
PPL,Phaplu Airport,"Phaplu, Nepal"
RJB,Rajbiraj Airport,"Rajbiraj, Nepal"
RHP,Ramechhap Airport,"Ramechhap, Nepal"
RUK,Rukumkot Airport,"Rukumkot, Nepal"
RPA,Rolpa Airport,"Rolpa, Nepal"
RUM,Rumjatar Airport,"Rumjatar, Nepal"
SIF,Simara Airport,"Simara, Nepal"
SKH,Surkhet Airport,"Surkhet, Nepal"
FEB,Sanfebagar Airport,"Sanfebagar, Nepal"
IMK,Simikot Airport,"Simikot, Nepal"
TPJ,Suketar Airport,"Taplejung, Nepal"
TPU,Tikapur Airport,"Tikapur, Nepal"
TMI,Tumling Tar Airport,"Tumling Tar, Nepal"
BIR,Biratnagar Airport,"Biratnagar, Nepal"
TCR,Tuticorin Airport,"Thoothukkudi, India"
AGX,Agatti Airport,"Agatti, India"
BEP,Bellary Airport,"Bellary, India"
BLR,Bengaluru International Airport,"Bangalore, India"
VGA,Vijayawada Airport,"Vijayawada, India"
CJB,Coimbatore International Airport,"Coimbatore, India"
COK,Cochin International Airport,"Cochin, India"
CCJ,Calicut International Airport,"Calicut, India"
CDP,Cuddapah Airport,"Cuddapah, India"
CBD,Car Nicobar Air Force Station,"Car Nicobar, India"
GOX,Manohar International Airport,"Mopa, India"
GOI,Dabolim Airport,"Dabolim, India"
HYD,Rajiv Gandhi International Airport Shamshabad,"Hyderabad, India"
BPM,Begumpet Airport,"Hyderabad, India"
VDY,Vijayanagar Aerodrome (JSW),"Vijayanagar, India"
CNN,Kannur International Airport,"Mattanur, India"
KJB,Kurnool Airport,"Kurnool, India"
IXM,Madurai Airport,"Madurai, India"
IXE,Mangalore International Airport,"Mangalore, India"
MAA,Chennai International Airport,"Chennai, India"
MYQ,Mysore Airport,"Mysore, India"
IXZ,Vir Savarkar International Airport,"Port Blair, India"
PNY,Pondicherry Airport,"Pondicherry, India"
RJA,Rajahmundry Airport,"Rajahmundry, India"
RQY,Shivamogga Airport,"Shimoga, India"
SXV,Salem Airport,"Salem, India"
TJV,Tanjore Air Force Base,"Thanjavur, India"
TIR,Tirupati Airport,"Tirupati, India"
TRZ,Tiruchirapally Civil Airport Airport,"Tiruchirappally, India"
TRV,Trivandrum International Airport,"Trivandrum, India"
WGC,Warangal Airport,"Warrangal, India"
PBH,Paro Airport,"Paro, Bhutan"
HDK,Kulhudhuffushi Airport,"Kulhudhuffushi, Maldives"
IFU,Ifuru Airport,"Ifuru, Maldives"
FVM,Fuvahmulah Airport,"Fuvahmulah Island, Maldives"
GAN,Gan International Airport,"Gan, Maldives"
HAQ,Hanimaadhoo Airport,"Haa Dhaalu Atoll, Maldives"
KDO,Kadhdhoo Airport,"Kadhdhoo, Maldives"
MLE,Male International Airport,"Male, Maldives"
KDM,Kaadedhdhoo Airport,"Huvadhu Atoll, Maldives"
VAM,Villa Airport,"Maamigili, Maldives"
DMK,Don Mueang International Airport,"Bangkok, Thailand"
KKM,Sa Pran Nak Airport,"Sa Pran Nak, Thailand"
KDT,Kamphaeng Saen Airport,"Nakhon Pathom, Thailand"
KKM,Khok Kathiam Airport,"Khok Kathiam, Thailand"
TDX,Trat Airport,"Trat, Thailand"
BKK,Suvarnabhumi Airport,"Bangkok, Thailand"
UTP,U-Tapao International Airport,"Rayong, Thailand"
CNX,Chiang Mai International Airport,"Chiang Mai, Thailand"
HGN,Mae Hong Son Airport,"Mae Hong Son, Thailand"
PYY,Mae Hong Son Airport,"Mae Hong Son, Thailand"
LPT,Lampang Airport,"Lampang, Thailand"
NNT,Nan Airport,"Nan, Thailand"
PRH,Phrae Airport,"Phrae, Thailand"
CEI,Chiang Rai International Airport,"Chiang Rai, Thailand"
BAO,Udorn Air Base,"Ban Mak Khaen, Thailand"
PHY,Phetchabun Airport,"Phetchabun, Thailand"
HHQ,Hua Hin Airport,"Hua Hin, Thailand"
TKH,Takhli Airport,"Takhli, Thailand"
MAQ,Mae Sot Airport,"Mae Sot, Thailand"
THS,Sukhothai Airport,"Sukhothai, Thailand"
PHS,Phitsanulok Airport,"Phitsanulok, Thailand"
TKT,Tak Airport,"Tak, Thailand"
UTR,Uttaradit Airport,"Uttaradit, Thailand"
URT,Surat Thani Airport,"Surat Thani, Thailand"
NAW,Narathiwat Airport,"Narathiwat, Thailand"
CJM,Chumphon Airport,"Chumphon, Thailand"
NST,Nakhon Si Thammarat Airport,"Nakhon Si Thammarat, Thailand"
KBV,Krabi Airport,"Krabi, Thailand"
SGZ,Songkhla Airport,"Songkhla, Thailand"
PAN,Pattani Airport,"Pattani, Thailand"
USM,Samui Airport,"Na Thon (Ko Samui Island), Thailand"
HKT,Phuket International Airport,"Phuket, Thailand"
UNN,Ranong Airport,"Ranong, Thailand"
HDY,Hat Yai International Airport,"Hat Yai, Thailand"
TST,Trang Airport,"Trang, Thailand"
UTH,Udon Thani Airport,"Udon Thani, Thailand"
SNO,Sakon Nakhon Airport,"Sakon Nakhon, Thailand"
PXR,Surin Airport,"Surin, Thailand"
KKC,Khon Kaen Airport,"Khon Kaen, Thailand"
LOE,Loei Airport,"Loei, Thailand"
BFV,Buri Ram Airport,"Buri Ram, Thailand"
NAK,Nakhon Ratchasima Airport,"Nakhon Ratchasima, Thailand"
UBP,Ubon Ratchathani Airport,"Ubon Ratchathani, Thailand"
ROI,Roi Et Airport,"Roi Et, Thailand"
KOP,Nakhon Phanom Airport,"Nakhon Phanom, Thailand"
BMV,Buon Ma Thuot Airport,"Buon Ma Thuot, Viet Nam"
VCL,Chu Lai International Airport,"Dung Quat Bay, Viet Nam"
HPH,Cat Bi International Airport,"Haiphong, Viet Nam"
CAH,Ca Mau Airport,"Ca Mau City, Viet Nam"
CXR,Cam Ranh Airport,"Nha Trang, Viet Nam"
VCS,Co Ong Airport,"Con Ong, Viet Nam"
VCA,Tra Noc Airport,"Can Tho, Viet Nam"
DIN,Dien Bien Phu Airport,"Dien Bien Phu, Viet Nam"
VDH,Dong Hoi Airport,"Dong Hoi, Viet Nam"
DLI,Lien Khuong Airport,"Dalat, Viet Nam"
DAD,Da Nang International Airport,"Da Nang, Viet Nam"
HAN,Noi Bai International Airport,"Hanoi, Viet Nam"
SQH,Na-San Airport,"Son-La, Viet Nam"
NHA,Nha Trang Air Base,"Nha Trang, Viet Nam"
HUI,Phu Bai Airport,"Hue, Viet Nam"
UIH,Phu Cat Airport,"Quy Nohn, Viet Nam"
PXU,Pleiku Airport,"Pleiku, Viet Nam"
PQC,Phu Quoc Airport,"Duong Dong, Viet Nam"
PHA,Phan Rang Airport,"Phan Rang, Viet Nam"
PHH,Phan Thiet Airport,"Phan Thiet, Viet Nam"
VKG,Rach Gia Airport,"Rach Gia, Viet Nam"
TBB,Dong Tac Airport,"Tuy Hoa, Viet Nam"
SGN,Tan Son Nhat International Airport,"Ho Chi Minh City, Viet Nam"
THD,Thọ Xuân Airport,"Thanh Hóa, Viet Nam"
VII,Vinh Airport,"Vinh, Viet Nam"
VTG,Vung Tau Airport,"Vung Tau, Viet Nam"
VBA,Ann Airport,"Aeng, Myanmar"
NYU,Bagan Airport,"Nyaung U, Myanmar"
BMO,Banmaw Airport,"Banmaw, Myanmar"
VBP,Bokpyinn Airport,"Bokpyinn, Myanmar"
VBC,Chanmyathazi Airport,"Mandalay, Myanmar"
TVY,Dawei Airport,"Dawei, Myanmar"
NYT,Naypyidaw Airport,"Pyinmana, Myanmar"
GAW,Gangaw Airport,"Gangaw, Myanmar"
GWA,Gwa Airport,"Gwa, Myanmar"
HEH,Heho Airport,"Heho, Myanmar"
HOX,Hommalinn Airport,"Hommalinn, Myanmar"
TIO,Tilin Airport,"Tilin, Myanmar"
KET,Kengtung Airport,"Kengtung, Myanmar"
KHM,Kanti Airport,"Kanti, Myanmar"
KMV,Kalay Airport,"Kalemyo, Myanmar"
KYP,Kyaukpyu Airport,"Kyaukpyu, Myanmar"
KAW,Kawthoung Airport,"Kawthoung, Myanmar"
KYT,Kyauktu Airport,"Kyauktu, Myanmar"
LIW,Loikaw Airport,"Loikaw, Myanmar"
LSH,Lashio Airport,"Lashio, Myanmar"
MDL,Mandalay International Airport,"Mandalay, Myanmar"
MGZ,Myeik Airport,"Mkeik, Myanmar"
MYT,Myitkyina Airport,"Myitkyina, Myanmar"
MNU,Mawlamyine Airport,"Mawlamyine, Myanmar"
MGU,Manaung Airport,"Manaung, Myanmar"
MOE,Momeik Airport,"Momeik, Myanmar"
MOG,Mong Hsat Airport,"Mong Hsat, Myanmar"
MGK,Mong Tong Airport,"Mong Tong, Myanmar"
MWQ,Magway Airport,"Magway, Myanmar"
NYW,Monywar Airport,"Monywar, Myanmar"
NMS,Namsang Airport,"Namsang, Myanmar"
NMT,Namtu Airport,"Namtu, Myanmar"
PAA,Hpa-N Airport,"Hpa-N, Myanmar"
PAU,Pauk Airport,"Pauk, Myanmar"
BSX,Pathein Airport,"Pathein, Myanmar"
PPU,Hpapun Airport,"Pa Pun, Myanmar"
PBU,Putao Airport,"Putao, Myanmar"
PKK,Pakhokku Airport,"Pakhokku, Myanmar"
PRU,Pyay Airport,"Pye, Myanmar"
AKY,Sittwe Airport,"Sittwe, Myanmar"
SNW,Thandwe Airport,"Thandwe, Myanmar"
THL,Tachileik Airport,"Tachileik, Myanmar"
XYE,Ye Airport,"Ye, Myanmar"
RGN,Yangon International Airport,"Yangon, Myanmar"
TQQ,Maranggo Airport,"Waha-Tomea Island, Indonesia"
UPG,Hasanuddin International Airport,"Ujung Pandang-Celebes Island, Indonesia"
BIK,Frans Kaisiepo Airport,"Biak-Supiori Island, Indonesia"
ONI,Moanamani Airport,"Moanamani-Papua Island, Indonesia"
FOO,Kornasoren Airfield,"Kornasoren-Numfoor Island, Indonesia"
WET,Wagethe Airport,"Wagethe-Papua Island, Indonesia"
NBX,Nabire Airport,"Nabire-Papua Island, Indonesia"
ILA,Illaga Airport,"Illaga-Papua Island, Indonesia"
KOX,Kokonau Airport,"Kokonau-Papua Island, Indonesia"
ZRI,Serui Airport,"Serui-Japen Island, Indonesia"
TIM,Moses Kilangin Airport,"Timika-Papua Island, Indonesia"
EWI,Enarotali Airport,"Enarotali-Papua Island, Indonesia"
AMI,Selaparang Airport,"Mataram-Lombok Island, Indonesia"
BMU,Muhammad Salahuddin Airport,"Bima-Sumbawa Island, Indonesia"
DPS,Ngurah Rai (Bali) International Airport,"Denpasar-Bali Island, Indonesia"
LOP,Bandara International Lombok Airport,"Mataram, Indonesia"
SWQ,Sumbawa Besar Airport,"Sumbawa Island, Indonesia"
TMC,Tambolaka Airport,"Waikabubak-Sumba Island, Indonesia"
WGP,Waingapu Airport,"Waingapu-Sumba Island, Indonesia"
YIA,Yogyakarta International Airport,"Yogyakarta, Indonesia"
ARJ,Arso Airport,"Arso-Papua Island, Indonesia"
BUI,Bokondini Airport,"Bokondini-Papua Island, Indonesia"
ZRM,Sarmi Airport,"Sarmi-Papua Island, Indonesia"
DJJ,Sentani Airport,"Jayapura-Papua Island, Indonesia"
LHI,Lereh Airport,"Lereh-Papua Island, Indonesia"
LII,Mulia Airport,"Mulia-Papua Island, Indonesia"
OKL,Oksibil Airport,"Oksibil-Papua Island, Indonesia"
WAR,Waris Airport,"Waris-Papua Island, Indonesia"
SEH,Senggeh Airport,"Senggeh-Papua Island, Indonesia"
UBR,Ubrub Airport,"Ubrub-Papua Island, Indonesia"
WMX,Wamena Airport,"Wamena-Papua Island, Indonesia"
MDP,Mindiptana Airport,"Mindiptana-Papua Island, Indonesia"
BXD,Bade Airport,"Bade-Papua Island, Indonesia"
MKQ,Mopah Airport,"Merauke-Papua Island, Indonesia"
OKQ,Okaba Airport,"Okaba-Papua Island, Indonesia"
KEI,Kepi Airport,"Kepi-Papua Island, Indonesia"
TMH,Tanah Merah Airport,"Tanah Merah-Papua Island, Indonesia"
TJS,Tanjung Harapan Airport,"Tanjung Selor-Borneo Island, Indonesia"
DTD,Datadawai Airport,"Datadawai-Borneo Island, Indonesia"
BEJ,Barau(Kalimaru) Airport,"Tanjung Redep-Borneo Island, Indonesia"
BPN,Sepinggan International Airport,"Balikpapan-Borneo Island, Indonesia"
TRK,Juwata Airport,"Tarakan Island, Indonesia"
AAP,Aji Pangeran Tumenggung Pranoto International Airport,"Samarinda, Indonesia"
TSX,Tanjung Santan Airport,"Santan-Borneo Island, Indonesia"
BYQ,Bunyu Airport,"Bunju Island, Indonesia"
GLX,Gamarmalamo Airport,"Galela-Celebes Island, Indonesia"
GTO,Jalaluddin Airport,"Gorontalo-Celebes Island, Indonesia"
NAH,Naha Airport,"Tahuna-Sangihe Island, Indonesia"
TLI,Toli Toli Airport,"Toli Toli-Celebes Island, Indonesia"
GEB,Gebe Airport,"Gebe Island, Indonesia"
KAZ,Kao Airport,"Kao-Celebes Island, Indonesia"
PLW,Mutiara Airport,"Palu-Celebes Island, Indonesia"
MDC,Sam Ratulangi Airport,"Manado-Celebes Island, Indonesia"
MNA,Melangguane Airport,"Karakelong Island, Indonesia"
PSJ,Kasiguncu Airport,"Poso-Celebes Island, Indonesia"
OTI,Pitu Airport,"Gotalalamo-Morotai Island, Indonesia"
TTE,Sultan Khairun Babullah Airport,"Sango-Ternate Island, Indonesia"
LUW,Bubung Airport,"Luwok-Celebes Island, Indonesia"
UOL,Buol Airport,"Buol-Celebes Island, Indonesia"
BTW,Batu Licin Airport,"Batu Licin-Borneo Island, Indonesia"
PKN,Iskandar Airport,"Pangkalanbun-Borneo Island, Indonesia"
KBU,Stagen Airport,"Laut Island, Indonesia"
MTW,Beringin Airport,"Murateweh-Borneo Island, Indonesia"
TJG,Warukin Airport,"Tanta-Tabalong-Borneo Island, Indonesia"
BDJ,Syamsudin Noor Airport,"Banjarmasin-Borneo Island, Indonesia"
PKY,Tjilik Riwut Airport,"Palangkaraya-Kalimantan Tengah, Indonesia"
SMQ,Sampit(Hasan) Airport,"Sampit-Borneo Island, Indonesia"
AHI,Amahai Airport,"Amahai-Seram Island, Indonesia"
NDA,Banda Airport Kepulauan,"Banda Island, Indonesia"
DOB,Dobo Airport,"Dobo-Kobror Island, Indonesia"
MAL,Mangole Airport Falabisahaya,"Mangole Island, Indonesia"
NRE,Namrole Airport,"Namrole-Buru Island, Indonesia"
LAH,Oesman Sadik Airport Labuha,"Labuha-Halmahera Island, Indonesia"
SXK,Saumlaki Airport,"Saumlaki-Yamdena Island, Indonesia"
BJK,Nangasuri Airport,"Maikoor Island, Indonesia"
LUV,Dumatumbun Airport,"Langgur-Seram Island, Indonesia"
SQN,Emalamo Sanana Airport,"Sanana-Seram Island, Indonesia"
AMQ,Pattimura Airport Ambon,"Ambon, Indonesia"
NAM,Namlea Airport,"Namlea-Buru Island, Indonesia"
TAX,Taliabu Island Airport,"Tikong-Taliabu Island, Indonesia"
WBA,WahaiSeram Island,"Seram Island, Indonesia"
MLG,Abdul Rachman Saleh Airport,"Malang-Java Island, Indonesia"
CPF,Cepu Airport,"Tjepu-Java Island, Indonesia"
JOG,Adi Sutjipto International Airport,"Yogyakarta-Java Island, Indonesia"
SOC,Adi Sumarmo Wiryokusumo Airport,"Sukarata(Solo)-Java Island, Indonesia"
SUB,Juanda International Airport,"Surabaya, Indonesia"
SRG,Achmad Yani Airport,"Semarang-Java Island, Indonesia"
SUP,Trunojoyo Airport,"Sumenep-Madura Island, Indonesia"
NTI,Stenkol Airport,"Bintuni-Papua Island, Indonesia"
RSK,Abresso Airport,"Ransiki-Papua Island, Indonesia"
KEQ,Kebar Airport,"Kebar-Papua Island, Indonesia"
FKQ,Fakfak Airport,"Fakfak-Papua Island, Indonesia"
INX,Inanwatan Airport,"Inanwatan Airport-Papua Island, Indonesia"
KNG,Kaimana Airport,"Kaimana-Papua Island, Indonesia"
RDE,Merdei Airport,"Merdei-Papua Island, Indonesia"
BXB,Babo Airport,"Babo-Papua Island, Indonesia"
MKW,Rendani Airport,"Manokwari-Papua Island, Indonesia"
SOQ,Sorong (Jefman) Airport,"Sorong-Papua Island, Indonesia"
TXM,Teminabuan Airport,"Atinjoe-Papua Island, Indonesia"
WSR,Wasior Airport,"Wasior-Papua Island, Indonesia"
BJW,Bajawa Soa Airport,"Bajawa, Indonesia"
MOF,Maumere(Wai Oti) Airport,"Maumere-Flores Island, Indonesia"
ENE,Ende (H Hasan Aroeboesman) Airport,"Ende-Flores Island, Indonesia"
RTG,Satar Tacik Airport,"Satar Tacik-Flores Island, Indonesia"
ARD,Mali Airport,"Alor Island, Indonesia"
LBJ,Komodo (Mutiara II) Airport,"Labuan Bajo-Flores Island, Indonesia"
KOE,El Tari Airport,"Kupang-Timor Island, Indonesia"
BUW,Betoambari Airport,"Bau Bau-Butung Island, Indonesia"
MJU,Tampa Padang Airport,"Mamuju-Celebes Island, Indonesia"
MXB,Andi Jemma Airport,"Masamba-Celebes Island, Indonesia"
KXB,Sangia Nibandera Airport,"Kolaka, Indonesia"
SQR,Soroako Airport,"Soroako-Celebes Island, Indonesia"
TTR,Pongtiku Airport,"Tanah Toraja-Celebes Island, Indonesia"
KDI,Wolter Monginsidi Airport,"Kendari-Celebes Island, Indonesia"
BTU,Bintulu Airport,"Bintulu, Malaysia"
BLG,Belaga Airport,"Belaga, Malaysia"
LSM,Long Semado Airport,"Long Semado, Malaysia"
LGL,Long Lellang Airport,"Long Datih, Malaysia"
KCH,Kuching International Airport,"Kuching, Malaysia"
ODN,Long Seridan Airport,"Long Seridan, Malaysia"
LMN,Limbang Airport,"Limbang, Malaysia"
MKM,Mukah Airport,"Mukah, Malaysia"
LKH,Long Akah Airport,"Long Akah, Malaysia"
MUR,Marudi Airport,"Marudi, Malaysia"
BSE,Sematan Airport,"Sematan, Malaysia"
KPI,Kapit Airport,"Kapit, Malaysia"
BKM,Bakalalan Airport,"Bakalalan, Malaysia"
MYY,Miri Airport,"Miri, Malaysia"
SBW,Sibu Airport,"Sibu, Malaysia"
TGC,Tanjung Manis Airport,"Tanjung Manis, Malaysia"
LSU,Long Sukang Airport,"Long Sukang, Malaysia"
LWY,Lawas Airport,"Lawas, Malaysia"
SGG,Simanggang Airport,"Simanggang, Malaysia"
BBN,Bario Airport,"Bario, Malaysia"
SMM,Semporna Airport,"Semporna, Malaysia"
LDU,Lahad Datu Airport,"Lahad Datu, Malaysia"
TEL,Telupid Airport,"Telupid, Malaysia"
KGU,Keningau Airport,"Keningau, Malaysia"
SXS,Sahabat [Sahabat 16] Airport,"Sahabat, Malaysia"
BKI,Kota Kinabalu International Airport,"Kota Kinabalu, Malaysia"
LBU,Labuan Airport,"Labuan, Malaysia"
TMG,Tomanggong Airport,"Tomanggong, Malaysia"
GSA,Long Pasia Airport,"Long Miau, Malaysia"
SPE,Sepulot Airport,"Sepulot, Malaysia"
PAY,Pamol Airport,"Pamol, Malaysia"
RNU,Ranau Airport,"Ranau, Malaysia"
SDK,Sandakan Airport,"Sandakan, Malaysia"
KUD,Kudat Airport,"Kudat, Malaysia"
TWU,Tawau Airport,"Tawau, Malaysia"
MZV,Mulu Airport,"Mulu, Malaysia"
BWN,Brunei International Airport,"Bandar Seri Begawan, Brunei Darussalam"
AKQ,Menggala Airport,"Menggala-Sumatra Island, Indonesia"
PKU,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,"Pekanbaru-Sumatra Island, Indonesia"
DUM,Pinang Kampai Airport,"Dumai-Sumatra Island, Indonesia"
RKO,Rokot Airport,"Sipora Island, Indonesia"
SEQ,Sungai Pakning Bengkalis Airport,"Bengkalis-Sumatra Island, Indonesia"
TJB,Tanjung Balai Airport,"Karinmunbesar Island, Indonesia"
BDO,Husein Sastranegara International Airport,"Bandung-Java Island, Indonesia"
CBN,Penggung Airport,"Cirebon-Java Island, Indonesia"
TSY,Cibeureum Airport,"Tasikmalaya-Java Island, Indonesia"
TKG,Radin Inten II (Branti) Airport,"Bandar Lampung-Sumatra Island, Indonesia"
BTH,Hang Nadim Airport,"Batam Island, Indonesia"
PPR,Pasir Pangaraan Airport,"Pasir Pengarayan-Sumatra Island, Indonesia"
TNJ,Kijang Airport,"Tanjung Pinang-Bintan Island, Indonesia"
SIQ,Dabo Airport,"Pasirkuning-Singkep Island, Indonesia"
PDG,Minangkabau Airport,"Ketaping/Padang-Sumatra Island, Indonesia"
HLP,Halim Perdanakusuma International Airport,"Jakarta, Indonesia"
CXP,Tunggul Wulung Airport,"Cilacap-Java Island, Indonesia"
PCB,Pondok Cabe Air Base,"Jakarta, Indonesia"
PPJ,Pulau Panjang Airport,"Tjipara-Java Island, Indonesia"
CGK,Soekarno-Hatta International Airport,"Jakarta, Indonesia"
GNS,Binaka Airport,"Gunung Sitoli-Nias Island, Indonesia"
AEG,Aek Godang Airport,"Padang Sidempuan-Sumatra Island, Indonesia"
MES,Soewondo Air Force Base,"Medan, Indonesia"
KNO,Polonia International Airport,"Medan-Sumatra Island, Indonesia"
DTB,Sisingamangaraja XII International Airport,"Siborong-Borong, Indonesia"
SIW,Parapat Airport,"Parapat-Sumatra Island, Indonesia"
FLZ,Dr Ferdinand Lumban Tobing Airport,"Sibolga-Sumatra Island, Indonesia"
TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,"Tanjung Pandan-Belitung Island, Indonesia"
NPO,Nanga Pinoh I Airport,"Nanga Pinoh-Borneo Island, Indonesia"
KTG,Ketapang(Rahadi Usman) Airport,"Ketapang-Borneo Island, Indonesia"
MWK,Tarempa Airport,"Matak Island, Indonesia"
NTX,Ranai Airport,"Ranai-Natuna Besar Island, Indonesia"
PNK,Supadio Airport,"Pontianak-Borneo Island, Indonesia"
PSU,Pangsuma Airport,"Putussibau-Borneo Island, Indonesia"
SQG,Sintang(Susilo) Airport,"Sintang-Borneo Island, Indonesia"
DJB,Sultan Thaha Airport,"Jambi-Sumatra Island, Indonesia"
PGK,Pangkal Pinang (Depati Amir) Airport,"Pangkal Pinang-Palaubangka Island, Indonesia"
BKS,Padang Kemiling (Fatmawati Soekarno) Airport,"Bengkulu-Sumatra Island, Indonesia"
PLM,Sultan Mahmud Badaruddin Ii Airport,"Palembang-Sumatra Island, Indonesia"
PDO,Pendopo Airport,"Talang Gudang-Sumatra Island, Indonesia"
RGT,Japura Airport,"Rengat-Sumatra Island, Indonesia"
PDG,Minangkabau Airport,"Ketaping/Padang-Sumatra Island, Indonesia"
MPC,Muko Muko Airport,"Muko Muko-Sumatra Island, Indonesia"
KLQ,Keluang Airport,"Keluang-Sumatra Island, Indonesia"
TPK,Teuku Cut Ali Airport,"Tapak Tuan-Sumatra Island, Indonesia"
MEQ,Seunagan Airport,"Peureumeue-Sumatra Island, Indonesia"
LSX,Lhok Sukon Airport,"Lhok Sukon-Sumatra Island, Indonesia"
LSW,Malikus Saleh Airport,"Lhok Seumawe-Sumatra Island, Indonesia"
SBG,Maimun Saleh Airport,"Sabang-We Island, Indonesia"
BTJ,Sultan Iskandarmuda Airport,"Banda Aceh-Sumatra Island, Indonesia"
SXT,Sungai Tiang Airport,"Taman Negara, Malaysia"
MEP,Mersing Airport,"Mersing, Malaysia"
SWY,Sitiawan Airport,"Sitiawan, Malaysia"
TPG,Taiping (Tekah) Airport,"Taiping, Malaysia"
TOD,Pulau Tioman Airport,"Pulau Tioman, Malaysia"
AOR,Sultan Abdul Halim Airport,"Alor Satar, Malaysia"
BWH,Butterworth Airport,"Butterworth, Malaysia"
KBR,Sultan Ismail Petra Airport,"Kota Baharu, Malaysia"
KUA,Kuantan Airport,"Kuantan, Malaysia"
KTE,Kerteh Airport,"Kerteh, Malaysia"
IPH,Sultan Azlan Shah Airport,"Ipoh, Malaysia"
JHB,Senai International Airport,"Senai, Malaysia"
KUL,Kuala Lumpur International Airport,"Kuala Lumpur, Malaysia"
LGK,Langkawi International Airport,"Langkawi, Malaysia"
MKZ,Malacca Airport,"Malacca, Malaysia"
TGG,Sultan Mahmud Airport,"Kuala Terengganu, Malaysia"
PEN,Penang International Airport,"Penang, Malaysia"
PKG,Pulau Pangkor Airport,"Pangkor Island, Malaysia"
RDN,LTS Pulau Redang Airport,"Redang, Malaysia"
SZB,Sultan Abdul Aziz Shah International Airport,"Subang, Malaysia"
DTR,Decatur Shores Airport,"Decatur, United States"
AUT,Atauro Airport,"Atauro, Timor-Leste"
